Creditability,Account_Balance,Duration_of_Credit,Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,employment,Instalment_percent,Sex_MaritalStatus,Guarantors,Duration_address,asset,Age,Concurrent_Credits,Type_apartment,No_of_Credits,Occupation,dependents,Telephone,Foreign_Worker
good,2,45,critical/other existing credit,new car,4576,2,1,3,male: married / widowed,none,4,3,27,3,rented flat,1,3,1,yes,yes
good,1,24,critical/other existing credit,items of furniture,1231,4,5,4,male: single,none,4,2,57,3,free apartment,2,4,1,no,yes
bad,1,36,existing paid,new car,8335,5,5,3,male: married / widowed,none,4,4,47,3,owner-occupied flat,1,3,1,yes,yes
good,2,36,critical/other existing credit,new car,5800,1,3,3,male: married / widowed,none,4,3,34,3,rented flat,2,3,1,no,yes
good,1,18,delayed previously,repair,8471,5,3,1,male: single,none,2,3,23,3,free apartment,2,3,1,no,yes
good,1,30,existing paid,used car,3622,4,5,4,male: single,none,4,2,57,3,free apartment,2,3,1,no,yes
good,1,6,critical/other existing credit,items of furniture,1169,5,5,4,male: married / widowed,none,4,1,67,3,rented flat,2,3,1,no,yes
good,4,15,existing paid,radio / television,1262,3,4,4,male: married / widowed,none,3,2,36,3,rented flat,2,3,1,no,yes
good,3,24,critical/other existing credit,used car,3617,5,5,4,male: married / widowed,Co-Applicant  ,4,4,20,3,free apartment,2,3,1,yes,yes
good,2,30,critical/other existing credit,other,2181,5,5,4,male: married / widowed,none,4,1,36,3,rented flat,2,3,1,yes,yes
bad,1,48,all paid,retraining,7685,1,4,2,male: single,Guarantor  ,4,3,37,3,free apartment,1,3,1,yes,yes
good,4,48,critical/other existing credit,repair,6110,1,3,1,male: married / widowed,none,3,4,31,1,owner-occupied flat,1,3,1,no,yes
good,4,24,existing paid,other,3757,1,5,4,male: single,Co-Applicant  ,4,4,62,3,owner-occupied flat,1,3,1,no,yes
good,1,42,critical/other existing credit,household appliances,3394,1,1,4,male: married / widowed,Co-Applicant  ,4,3,65,3,rented flat,2,1,1,yes,yes
good,4,36,critical/other existing credit,retraining,6304,5,5,4,male: married / widowed,none,4,1,36,3,rented flat,2,3,1,yes,yes
good,4,9,critical/other existing credit,repair,1244,5,5,4,male: single,none,4,2,41,3,free apartment,2,2,1,yes,yes
good,4,6,existing paid,other,3518,1,3,2,male: married / widowed,Guarantor  ,3,2,26,3,free apartment,1,3,1,yes,yes
good,4,36,no credits/all paid,household appliances,2613,1,3,4,male: married / widowed,none,2,3,27,3,rented flat,2,3,1,yes,yes
good,1,48,existing paid,repair,7476,1,4,4,male: married / widowed,none,1,4,50,3,owner-occupied flat,1,4,1,no,yes
bad,4,24,existing paid,retraining,4591,4,3,2,male: married / widowed,none,3,2,54,3,rented flat,3,4,1,no,yes
bad,2,18,existing paid,used car,1924,5,2,4,male: single,none,3,1,27,3,free apartment,1,3,1,yes,yes
bad,2,72,existing paid,items of furniture,5595,2,3,2,female:,none,2,3,24,3,rented flat,1,3,1,yes,yes
bad,2,48,delayed previously,repair,6224,1,5,4,male: married / widowed,none,4,4,50,3,owner-occupied flat,1,3,1,yes,yes
good,3,15,existing paid,repair,1905,1,5,4,male: married / widowed,none,4,3,40,3,free apartment,1,4,1,no,yes
good,4,21,delayed previously,new car,2993,1,3,3,male: married / widowed,none,2,1,28,2,rented flat,2,2,1,yes,yes
good,4,36,delayed previously,new car,8947,5,4,3,male: married / widowed,none,2,3,31,2,rented flat,1,4,2,no,yes
good,1,24,existing paid,used car,4020,1,3,2,male: married / widowed,none,2,3,27,2,rented flat,1,3,1,yes,yes
good,2,18,existing paid,new car,2779,1,3,1,female:,none,3,3,21,3,free apartment,1,3,1,no,yes
good,4,21,existing paid,other,2782,3,4,1,male: single,none,2,3,31,1,rented flat,1,4,1,yes,yes
good,4,12,existing paid,other,1884,1,5,4,male: married / widowed,none,4,3,39,3,rented flat,1,4,1,no,yes
good,4,36,critical/other existing credit,new car,11054,5,3,4,male: married / widowed,none,2,3,30,3,rented flat,1,4,1,no,yes
good,2,60,delayed previously,items of furniture,9157,5,3,2,male: married / widowed,none,2,4,27,3,owner-occupied flat,1,4,1,yes,yes
good,2,42,all paid,new car,9283,1,1,1,male: married / widowed,none,2,4,55,1,owner-occupied flat,1,4,1,no,yes
good,4,60,existing paid,other,6527,5,3,4,male: married / widowed,none,4,4,34,3,owner-occupied flat,1,3,2,no,yes
good,4,15,critical/other existing credit,new car,3368,4,5,3,male: married / widowed,none,4,4,23,3,free apartment,2,3,1,no,yes
good,1,15,existing paid,other,2511,1,1,1,male: single,none,4,3,23,3,free apartment,1,3,1,yes,yes
good,1,36,existing paid,new car,5493,1,5,2,male: married / widowed,none,4,4,42,3,owner-occupied flat,1,3,2,yes,yes
good,4,6,existing paid,radio / television,1338,3,3,1,male: divorced / living apart,none,4,1,62,3,rented flat,1,3,1,yes,yes
good,2,9,existing paid,items of furniture,1082,1,5,4,male: married / widowed,none,4,3,37,3,rented flat,2,2,1,yes,yes
good,4,18,critical/other existing credit,items of furniture,1149,4,3,4,male: married / widowed,none,3,1,46,3,rented flat,2,3,1,yes,yes
good,2,15,existing paid,household appliances,1308,1,5,4,male: married / widowed,none,4,3,38,3,rented flat,2,2,1,yes,yes
good,2,20,no credits/all paid,new car,6148,2,5,3,female:,none,4,3,31,1,rented flat,2,3,1,no,yes
good,4,12,existing paid,used car,1736,1,4,3,male: single,none,4,1,31,3,rented flat,1,2,1,yes,yes
good,4,12,existing paid,items of furniture,3059,4,4,2,male: divorced / living apart,none,4,1,61,3,rented flat,1,2,1,yes,yes
bad,1,24,existing paid,used car,2996,5,3,2,female:,none,4,3,20,3,rented flat,1,3,1,yes,yes
good,4,30,critical/other existing credit,new car,7596,5,5,1,male: married / widowed,none,4,3,63,3,rented flat,2,3,1,yes,yes
good,4,30,existing paid,new car,4811,5,4,2,male: single,none,4,2,24,2,free apartment,1,2,1,yes,yes
good,4,6,existing paid,used car,1766,1,3,1,female:,none,2,2,21,3,free apartment,1,3,1,yes,yes
good,2,24,existing paid,new car,2760,5,5,4,male: married / widowed,none,4,4,36,1,owner-occupied flat,1,3,1,no,yes
good,4,24,critical/other existing credit,household appliances,5507,1,5,3,male: married / widowed,none,4,4,44,3,owner-occupied flat,2,3,1,yes,yes
good,2,9,existing paid,repair,1199,1,4,4,male: single,none,4,2,67,3,rented flat,2,4,1,no,yes
good,3,24,existing paid,used car,2892,1,5,3,male: divorced / living apart,none,4,4,51,3,owner-occupied flat,1,3,1,yes,yes
good,2,36,delayed previously,other,2862,2,5,4,male: married / widowed,none,3,4,30,3,owner-occupied flat,1,3,1,yes,yes
bad,1,9,existing paid,other,654,1,3,4,male: married / widowed,none,3,3,28,3,rented flat,1,2,1,yes,yes
bad,2,9,critical/other existing credit,repair,1136,4,5,4,male: married / widowed,none,3,4,32,3,owner-occupied flat,2,3,2,yes,yes
bad,2,24,existing paid,new car,4113,3,2,3,male: single,none,4,3,28,3,free apartment,1,3,1,yes,yes
bad,2,6,existing paid,other,14555,5,1,1,male: married / widowed,none,2,2,23,3,rented flat,1,1,1,no,yes
bad,1,15,no credits/all paid,other,950,1,5,4,male: married / widowed,none,3,3,33,3,free apartment,2,3,2,yes,yes
bad,1,24,critical/other existing credit,other,1199,1,5,4,male: married / widowed,none,4,3,60,3,rented flat,2,2,1,yes,yes
bad,1,12,no credits/all paid,other,1082,1,3,4,male: married / widowed,none,4,3,48,1,rented flat,2,3,1,yes,yes
bad,2,30,existing paid,other,2150,1,3,4,male: single,Guarantor  ,2,4,24,1,rented flat,1,3,1,yes,yes
bad,2,36,critical/other existing credit,other,2820,1,2,4,male: divorced / living apart,none,4,3,27,3,rented flat,2,3,1,yes,yes
bad,2,48,existing paid,items of furniture,3060,1,4,4,male: married / widowed,none,4,1,28,3,rented flat,2,3,1,yes,yes
bad,1,18,existing paid,items of furniture,2600,1,3,4,male: married / widowed,none,4,4,65,3,owner-occupied flat,2,3,1,yes,yes
bad,4,21,no credits/all paid,other,5003,5,3,1,male: single,none,4,2,29,1,rented flat,2,3,1,no,yes
bad,2,60,existing paid,repair,6288,1,3,4,male: married / widowed,none,4,4,42,3,owner-occupied flat,1,3,1,yes,yes
bad,4,24,delayed previously,other,2538,1,5,4,male: married / widowed,none,4,3,47,3,rented flat,2,2,2,yes,yes
bad,4,9,existing paid,items of furniture,1478,1,4,4,male: married / widowed,none,2,3,22,3,rented flat,1,3,1,yes,yes
bad,2,39,critical/other existing credit,items of furniture,4933,1,4,2,male: married / widowed,Guarantor  ,2,1,25,3,rented flat,2,3,1,yes,yes
bad,4,18,critical/other existing credit,other,1530,1,3,3,male: married / widowed,none,2,2,32,1,rented flat,2,3,1,yes,yes
bad,2,9,all paid,other,1437,2,4,2,male: married / widowed,none,3,4,29,3,rented flat,1,3,1,yes,yes
bad,1,15,existing paid,radio / television,1275,5,3,4,male: single,none,2,3,24,3,free apartment,1,3,1,yes,yes
bad,1,24,existing paid,items of furniture,1823,1,1,4,male: married / widowed,none,2,3,30,2,rented flat,1,4,2,yes,yes
bad,1,9,existing paid,other,1422,1,2,3,male: married / widowed,none,2,4,27,3,owner-occupied flat,1,4,1,no,yes
bad,1,18,existing paid,radio / television,1217,1,3,4,female:,none,3,1,47,3,rented flat,1,2,1,no,yes
bad,1,36,existing paid,other,9271,1,4,2,male: married / widowed,none,1,3,24,3,rented flat,1,3,1,no,yes
bad,1,36,delayed previously,retraining,2145,1,4,2,male: married / widowed,none,1,3,24,3,rented flat,2,3,1,no,yes
bad,1,36,existing paid,other,1842,1,2,4,male: single,none,4,3,34,3,rented flat,1,3,1,no,yes
bad,2,18,delayed previously,used car,4297,1,5,4,male: divorced / living apart,none,3,4,40,3,rented flat,1,4,1,no,yes
bad,1,6,critical/other existing credit,used car,3384,1,3,1,male: divorced / living apart,none,4,1,44,3,free apartment,1,4,1,no,yes
bad,2,18,critical/other existing credit,items of furniture,1245,1,3,4,female:,none,2,3,33,3,rented flat,1,3,1,yes,yes
bad,4,15,existing paid,repair,4623,2,3,3,male: married / widowed,none,2,2,40,3,rented flat,1,4,1,no,yes
bad,2,30,critical/other existing credit,used car,8386,1,4,2,male: married / widowed,none,2,2,49,3,rented flat,1,3,1,yes,yes
bad,1,24,delayed previously,items of furniture,1024,1,2,4,female:,none,4,1,48,2,rented flat,1,3,1,yes,yes
bad,2,36,existing paid,other,14318,1,5,4,male: married / widowed,none,2,4,57,3,owner-occupied flat,1,4,1,no,yes
bad,2,6,all paid,repair,433,4,2,4,male: single,none,2,2,24,1,free apartment,1,3,2,yes,yes
bad,1,12,all paid,items of furniture,2149,1,3,4,male: divorced / living apart,none,1,4,29,3,owner-occupied flat,1,3,1,yes,yes
bad,4,24,existing paid,items of furniture,2397,3,5,3,male: married / widowed,none,2,3,35,1,rented flat,2,3,1,no,yes
bad,2,6,all paid,other,931,2,2,1,male: single,none,1,2,32,2,rented flat,1,2,1,yes,yes
bad,2,15,delayed previously,household appliances,1512,4,3,3,female:,none,3,2,61,2,rented flat,2,3,1,yes,yes
bad,2,24,no credits/all paid,retraining,4241,1,3,1,male: married / widowed,none,4,1,36,3,rented flat,3,2,1,no,yes
bad,2,24,critical/other existing credit,used car,4736,1,2,2,male: single,none,4,3,25,1,rented flat,1,2,1,yes,yes
bad,2,15,no credits/all paid,other,1778,1,2,2,male: single,none,1,1,26,3,free apartment,2,1,1,yes,yes
bad,3,15,existing paid,items of furniture,2327,1,2,2,male: single,none,3,1,25,3,rented flat,1,2,1,yes,yes
bad,1,24,all paid,used car,6872,1,2,2,male: divorced / living apart,none,1,2,55,1,rented flat,1,3,1,no,yes
bad,1,12,existing paid,repair,795,1,2,4,male: single,none,4,2,53,3,rented flat,1,3,1,yes,yes
bad,3,30,delayed previously,retraining,1908,1,5,4,male: married / widowed,none,4,1,66,3,rented flat,1,4,1,no,yes
bad,2,36,no credits/all paid,retraining,1953,1,5,4,male: married / widowed,none,4,4,61,3,owner-occupied flat,1,4,1,no,yes
bad,3,18,existing paid,used car,2864,1,3,2,male: married / widowed,none,1,1,34,3,rented flat,1,2,2,yes,yes
bad,3,21,critical/other existing credit,repair,2319,1,2,2,male: divorced / living apart,none,1,3,33,3,free apartment,1,3,1,yes,yes
bad,1,24,existing paid,other,915,5,5,4,male: single,none,2,3,29,1,rented flat,1,3,1,yes,yes
bad,3,24,existing paid,other,947,1,4,4,male: married / widowed,none,3,4,38,1,owner-occupied flat,1,3,2,yes,yes
bad,1,24,existing paid,other,1381,5,3,4,male: single,none,2,2,35,3,rented flat,1,3,1,yes,yes
bad,1,24,existing paid,other,1285,5,4,4,male: single,none,4,4,32,3,free apartment,1,3,1,yes,yes
bad,1,24,existing paid,other,1371,5,3,4,male: single,none,4,1,25,3,free apartment,1,3,1,yes,yes
bad,2,18,existing paid,other,1042,5,3,4,male: single,none,2,2,33,3,rented flat,1,3,1,yes,yes
bad,1,12,existing paid,other,900,5,3,4,female:,none,2,3,23,3,rented flat,1,3,1,yes,yes
bad,1,24,existing paid,other,1207,1,2,4,male: single,none,4,2,24,3,free apartment,1,3,1,yes,yes
bad,2,18,no credits/all paid,other,2278,2,2,3,male: single,none,3,3,28,3,rented flat,2,3,1,yes,yes
bad,1,60,delayed previously,retraining,6836,1,5,3,male: married / widowed,none,4,4,63,3,rented flat,2,3,1,no,yes
bad,1,24,existing paid,used car,3345,1,5,4,male: married / widowed,none,2,2,39,3,free apartment,1,4,1,no,yes
bad,1,6,all paid,repair,1198,1,5,4,male: single,none,4,4,35,3,owner-occupied flat,1,3,1,yes,yes
bad,2,48,existing paid,retraining,15672,1,3,2,male: married / widowed,none,2,3,23,3,rented flat,1,3,1,no,yes
bad,1,60,existing paid,retraining,7297,1,5,4,male: married / widowed,Co-Applicant  ,4,4,36,3,free apartment,1,3,1,yes,yes
bad,4,18,existing paid,household appliances,1943,1,2,4,male: single,none,4,1,23,3,rented flat,1,3,1,yes,yes
bad,1,18,existing paid,items of furniture,3190,1,3,2,male: single,none,2,1,24,3,rented flat,1,3,1,yes,yes
bad,2,9,all paid,new car,5129,1,5,2,male: single,none,4,4,74,1,owner-occupied flat,1,4,2,no,yes
bad,4,18,delayed previously,used car,1808,1,4,4,male: single,none,1,1,22,3,rented flat,1,3,1,yes,yes
bad,3,10,existing paid,other,1240,2,5,1,male: single,none,4,4,48,3,owner-occupied flat,1,2,2,yes,yes
bad,1,12,existing paid,other,759,1,4,4,male: married / widowed,none,2,1,26,3,rented flat,1,3,1,yes,yes
bad,2,8,existing paid,used car,1237,1,3,3,male: single,none,4,1,24,3,rented flat,1,3,1,yes,yes
bad,4,9,existing paid,used car,1980,1,2,2,male: single,Co-Applicant  ,2,3,19,3,free apartment,2,3,1,yes,yes
bad,2,48,existing paid,items of furniture,10961,4,4,1,male: married / widowed,Co-Applicant  ,2,4,27,1,rented flat,2,3,1,no,yes
bad,1,36,delayed previously,repair,6887,1,3,4,male: married / widowed,none,3,2,29,2,rented flat,1,3,1,no,yes
bad,1,24,existing paid,items of furniture,1938,1,2,4,male: divorced / living apart,none,3,2,32,3,rented flat,1,3,1,yes,yes
bad,1,21,existing paid,items of furniture,1835,1,3,3,male: single,none,2,1,25,3,rented flat,2,3,1,no,yes
bad,1,24,delayed previously,items of furniture,1659,1,2,4,male: single,none,2,3,29,3,free apartment,1,2,1,no,yes
bad,2,6,delayed previously,other,1209,1,1,4,male: married / widowed,none,4,2,47,3,rented flat,1,4,1,no,yes
bad,2,48,no credits/all paid,retraining,3844,2,4,4,male: married / widowed,none,4,4,34,3,owner-occupied flat,1,2,2,yes,yes
bad,1,12,critical/other existing credit,other,4843,1,5,3,male: married / widowed,Co-Applicant  ,4,2,43,3,free apartment,2,3,1,no,yes
bad,2,12,existing paid,household appliances,639,1,3,4,male: married / widowed,none,2,3,30,3,rented flat,1,3,1,yes,yes
bad,2,48,existing paid,items of furniture,5951,1,3,2,male: single,none,2,1,22,3,rented flat,1,3,1,yes,yes
bad,2,36,no credits/all paid,items of furniture,3804,1,3,4,male: single,none,1,3,42,3,rented flat,1,3,1,no,yes
bad,4,36,delayed previously,items of furniture,4463,1,3,4,male: married / widowed,none,2,3,26,3,rented flat,2,4,1,no,yes
bad,4,36,delayed previously,retraining,7980,5,2,4,male: married / widowed,none,4,3,27,3,free apartment,2,3,1,no,yes
bad,3,36,existing paid,items of furniture,4210,1,3,4,male: married / widowed,none,2,3,26,3,rented flat,1,3,1,yes,yes
bad,4,6,existing paid,used car,4611,1,2,1,male: single,none,4,2,32,3,rented flat,1,3,1,yes,yes
bad,2,24,existing paid,new car,11560,1,3,1,male: single,none,4,3,23,3,free apartment,2,4,1,yes,yes
bad,4,18,no credits/all paid,retraining,4165,1,3,2,male: married / widowed,none,2,3,36,2,rented flat,2,3,2,yes,yes
bad,2,24,existing paid,used car,4057,1,4,3,male: divorced / living apart,none,3,3,43,3,rented flat,1,3,1,no,yes
bad,4,18,all paid,other,6458,1,5,2,male: married / widowed,none,4,4,39,1,rented flat,2,4,2,no,yes
bad,4,12,existing paid,other,1386,3,3,2,male: single,none,2,2,26,3,rented flat,1,3,1,yes,yes
bad,1,36,existing paid,repair,1977,5,5,4,male: married / widowed,none,4,4,40,3,rented flat,1,4,1,no,yes
bad,2,18,critical/other existing credit,used car,1928,1,2,2,male: married / widowed,none,2,1,31,3,rented flat,2,2,1,yes,yes
bad,4,12,existing paid,used car,1123,3,3,4,male: single,none,4,3,29,3,free apartment,1,2,1,yes,yes
bad,2,24,existing paid,business,11328,1,3,2,male: married / widowed,Co-Applicant  ,3,3,29,1,rented flat,2,4,1,no,yes
bad,2,24,critical/other existing credit,business,11938,1,3,2,male: married / widowed,Co-Applicant  ,3,3,39,3,rented flat,2,4,2,no,yes
bad,2,27,critical/other existing credit,items of furniture,2520,3,3,4,male: married / widowed,none,2,2,23,3,rented flat,2,2,1,yes,yes
bad,2,30,delayed previously,items of furniture,1919,2,2,4,male: married / widowed,none,3,4,30,2,rented flat,2,4,1,yes,yes
bad,2,60,all paid,business,14782,2,5,3,male: single,none,4,4,60,1,owner-occupied flat,2,4,1,no,yes
bad,2,36,existing paid,items of furniture,2671,2,3,4,male: single,Co-Applicant  ,4,4,50,3,owner-occupied flat,1,3,1,yes,yes
bad,2,36,existing paid,repair,12612,2,3,1,male: married / widowed,none,4,4,47,3,owner-occupied flat,1,3,2,no,yes
bad,2,45,existing paid,items of furniture,3031,2,3,4,male: married / widowed,Guarantor  ,4,2,21,3,free apartment,1,3,1,yes,yes
bad,1,12,all paid,items of furniture,626,1,3,4,male: single,none,4,1,24,1,rented flat,1,2,1,yes,yes
bad,2,24,critical/other existing credit,retraining,1935,1,5,4,male: divorced / living apart,none,4,1,31,3,rented flat,2,3,1,no,yes
bad,3,24,critical/other existing credit,other,1344,5,4,4,male: married / widowed,none,2,1,37,1,rented flat,2,2,2,yes,yes
bad,4,18,existing paid,used car,1533,1,2,4,female:,Co-Applicant  ,1,2,43,3,rented flat,1,2,2,yes,yes
bad,1,48,existing paid,other,3931,1,4,4,male: married / widowed,none,4,4,46,3,owner-occupied flat,1,3,2,yes,yes
bad,1,24,all paid,used car,3349,3,2,4,male: married / widowed,none,4,4,30,3,owner-occupied flat,1,3,2,no,yes
bad,1,36,existing paid,items of furniture,2302,1,3,4,male: divorced / living apart,none,4,3,31,3,free apartment,1,3,1,yes,yes
bad,1,42,existing paid,items of furniture,3965,1,2,4,male: married / widowed,none,3,3,34,3,rented flat,1,3,1,yes,yes
bad,1,12,existing paid,items of furniture,727,2,2,4,female:,none,3,4,33,3,rented flat,1,2,1,no,yes
bad,4,48,existing paid,retraining,3914,5,3,4,male: divorced / living apart,none,2,1,38,1,rented flat,1,3,1,yes,yes
bad,1,48,existing paid,retraining,4308,1,2,3,male: single,none,4,2,24,3,free apartment,1,3,1,yes,yes
bad,2,12,existing paid,items of furniture,1534,1,2,1,female:,none,1,1,23,3,free apartment,1,3,1,yes,yes
bad,4,18,critical/other existing credit,other,2775,1,4,2,male: married / widowed,none,2,2,31,1,rented flat,2,3,1,yes,yes
bad,1,40,critical/other existing credit,repair,5998,1,3,4,male: married / widowed,none,3,4,27,1,rented flat,1,3,1,no,yes
bad,3,15,critical/other existing credit,items of furniture,1271,5,3,3,male: married / widowed,none,4,4,39,3,owner-occupied flat,2,3,1,no,yes
bad,2,12,existing paid,other,1295,1,2,3,male: single,none,1,3,25,3,free apartment,1,3,1,yes,yes
bad,2,36,existing paid,new car,9398,1,2,1,female:,none,4,3,28,3,free apartment,1,4,1,no,yes
bad,2,12,existing paid,used car,951,2,2,4,male: single,none,4,3,27,1,free apartment,4,3,1,yes,yes
bad,2,24,existing paid,other,1355,1,2,3,male: single,none,4,3,25,3,rented flat,1,2,1,no,yes
bad,1,48,existing paid,radio / television,3051,1,3,3,male: married / widowed,none,4,3,54,3,rented flat,1,3,1,yes,yes
bad,4,36,critical/other existing credit,other,7855,1,3,4,male: single,none,2,1,25,2,rented flat,2,3,1,no,yes
bad,4,18,existing paid,items of furniture,433,1,1,3,male: single,Co-Applicant  ,4,1,22,3,free apartment,1,3,1,yes,yes
bad,4,36,delayed previously,retraining,9572,1,2,1,male: divorced / living apart,none,1,3,28,3,rented flat,2,3,1,yes,yes
bad,2,24,all paid,repair,1837,1,4,4,male: single,none,4,4,34,1,owner-occupied flat,1,2,1,yes,yes
bad,2,30,critical/other existing credit,other,4249,1,1,4,female:,none,2,3,28,3,rented flat,2,4,1,yes,yes
bad,2,30,critical/other existing credit,other,5234,1,1,4,female:,none,2,3,28,3,rented flat,2,4,1,yes,yes
bad,1,48,existing paid,items of furniture,6758,1,3,3,male: single,none,2,3,31,3,rented flat,1,3,1,no,yes
bad,1,9,existing paid,items of furniture,1366,1,2,3,male: single,none,4,2,22,3,free apartment,1,3,1,yes,yes
bad,1,24,all paid,business,1358,5,5,4,male: married / widowed,none,3,3,40,2,rented flat,1,4,1,no,yes
bad,1,18,existing paid,used car,2473,1,1,4,male: married / widowed,none,1,3,25,3,rented flat,1,1,1,yes,yes
bad,3,9,no credits/all paid,items of furniture,1337,1,2,4,male: married / widowed,none,2,3,34,3,rented flat,2,4,1,no,yes
bad,1,48,existing paid,other,7763,1,5,4,male: married / widowed,none,4,4,42,1,owner-occupied flat,1,4,1,yes,yes
bad,2,15,all paid,other,1264,2,3,2,female:,none,2,2,25,3,free apartment,1,3,1,yes,yes
bad,2,15,existing paid,other,2631,2,3,2,male: single,none,4,3,28,3,free apartment,2,3,1,no,yes
bad,2,48,existing paid,other,6560,2,4,3,male: married / widowed,none,2,2,24,3,rented flat,1,3,1,yes,yes
bad,1,24,existing paid,other,3123,1,2,4,male: single,none,1,2,27,3,rented flat,1,3,1,yes,yes
bad,1,36,critical/other existing credit,repair,8065,1,3,3,male: single,none,2,4,25,3,rented flat,2,4,1,no,yes
bad,1,24,existing paid,items of furniture,2439,1,2,4,male: single,none,4,1,35,3,rented flat,1,3,1,no,yes
bad,2,36,existing paid,used car,9034,2,2,4,male: married / widowed,Co-Applicant  ,1,4,29,3,free apartment,1,4,1,no,yes
bad,2,60,existing paid,other,14027,1,4,4,male: married / widowed,none,2,4,27,3,rented flat,1,4,1,no,yes
bad,1,36,critical/other existing credit,new car,9629,1,4,4,male: married / widowed,none,4,3,24,3,rented flat,2,3,1,no,yes
bad,2,12,existing paid,items of furniture,1484,5,3,2,female:,none,1,1,25,3,rented flat,1,3,1,no,yes
bad,1,18,existing paid,used car,1131,1,1,4,male: single,none,2,3,33,3,rented flat,1,3,1,yes,yes
bad,2,24,delayed previously,used car,2064,1,1,3,male: single,none,2,2,34,3,rented flat,1,4,1,no,yes
bad,2,18,existing paid,new car,12976,1,1,3,male: single,none,4,4,38,3,owner-occupied flat,1,4,1,no,yes
bad,4,21,delayed previously,retraining,2580,3,2,4,male: married / widowed,none,2,1,41,1,rented flat,1,2,2,yes,yes
bad,4,27,existing paid,other,2570,1,3,3,male: single,none,3,1,21,3,free apartment,1,3,1,yes,yes
bad,2,27,existing paid,retraining,3915,1,3,4,male: married / widowed,none,2,3,36,3,rented flat,1,3,2,no,yes
bad,4,10,existing paid,other,1309,5,3,4,male: married / widowed,Guarantor  ,4,2,27,3,rented flat,1,2,1,yes,yes
bad,1,24,existing paid,other,4817,1,4,2,male: married / widowed,Co-Applicant  ,3,2,31,3,rented flat,1,3,1,no,yes
bad,1,12,existing paid,other,2579,1,2,4,male: married / widowed,none,1,1,33,3,rented flat,1,2,2,yes,yes
bad,2,36,delayed previously,other,2225,1,5,4,male: married / widowed,none,4,4,57,1,owner-occupied flat,2,3,1,no,yes
bad,1,18,existing paid,used car,4153,1,3,2,male: married / widowed,Co-Applicant  ,3,3,42,3,rented flat,1,3,1,yes,yes
bad,1,18,no credits/all paid,used car,3114,1,2,1,male: single,none,4,2,26,3,free apartment,1,3,1,yes,yes
bad,1,18,critical/other existing credit,used car,2124,1,3,4,male: single,none,4,1,24,3,free apartment,2,3,1,yes,yes
bad,1,18,all paid,used car,1553,1,3,4,male: married / widowed,none,3,3,44,1,rented flat,1,3,1,yes,yes
bad,1,30,existing paid,used car,2406,1,4,4,male: single,none,4,1,23,3,free apartment,1,3,1,yes,yes
bad,1,24,delayed previously,other,1333,1,1,4,male: married / widowed,none,2,1,43,3,owner-occupied flat,2,3,2,yes,yes
bad,1,48,no credits/all paid,used car,7119,1,3,3,male: married / widowed,none,4,4,53,3,owner-occupied flat,2,3,2,yes,yes
bad,1,24,delayed previously,other,4870,1,3,3,male: married / widowed,none,4,4,53,3,owner-occupied flat,2,3,2,yes,yes
bad,1,12,critical/other existing credit,other,691,1,5,4,male: married / widowed,none,3,2,35,3,rented flat,2,3,1,yes,yes
bad,1,42,delayed previously,items of furniture,4370,1,4,3,male: married / widowed,none,2,2,26,1,rented flat,2,3,2,no,yes
bad,1,36,all paid,used car,2746,1,5,4,male: married / widowed,none,4,3,31,1,rented flat,1,3,1,yes,yes
bad,1,24,no credits/all paid,used car,4110,1,5,3,male: married / widowed,none,4,4,23,1,free apartment,2,3,2,yes,yes
bad,1,18,existing paid,used car,2462,1,3,2,male: married / widowed,none,2,3,22,3,rented flat,1,3,1,yes,yes
bad,1,12,existing paid,used car,1282,1,3,2,male: single,none,4,3,20,3,free apartment,1,3,1,yes,yes
bad,2,12,no credits/all paid,used car,2969,1,2,4,male: single,none,3,2,25,3,free apartment,2,3,1,yes,yes
bad,1,48,no credits/all paid,new car,4605,1,5,3,male: married / widowed,none,4,4,24,3,owner-occupied flat,2,3,2,yes,yes
bad,1,48,critical/other existing credit,new car,6331,1,5,4,male: married / widowed,none,4,4,46,3,owner-occupied flat,2,3,1,no,yes
bad,1,24,all paid,used car,3552,1,4,3,male: married / widowed,none,4,3,27,1,rented flat,1,3,1,yes,yes
bad,1,12,all paid,other,697,1,2,4,male: married / widowed,none,2,3,46,1,rented flat,2,3,1,no,yes
bad,1,24,existing paid,other,1442,1,4,4,male: single,none,4,3,23,3,free apartment,2,3,1,yes,yes
bad,1,27,no credits/all paid,retraining,5293,1,1,2,male: married / widowed,none,4,2,50,3,rented flat,2,3,1,no,yes
bad,1,21,delayed previously,repair,3414,1,2,2,male: married / widowed,none,1,2,26,2,rented flat,2,3,1,yes,yes
bad,1,18,existing paid,used car,2039,1,3,1,male: single,none,4,1,20,3,free apartment,1,3,1,yes,yes
bad,1,24,all paid,retraining,3161,1,3,4,male: married / widowed,none,2,2,31,1,free apartment,1,3,1,no,yes
bad,1,12,existing paid,vacation,902,1,4,4,female:,none,4,2,21,3,free apartment,1,3,1,yes,yes
bad,1,48,existing paid,new car,10297,1,4,4,male: married / widowed,none,4,4,39,3,owner-occupied flat,3,3,2,no,yes
bad,2,48,no credits/all paid,retraining,14421,1,3,2,male: married / widowed,none,2,3,25,2,rented flat,1,3,1,no,yes
