Creditability,Account_Balance,Duration_of_Credit,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,Guarantors,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
good,no checking,24,critical/other existing credit,used car,2346,91,5,23,male single,none,3,car,35,none,own,2,skilled,1,yes,yes
good,-1,14,existing paid,new car,3973,53,unemployed,43,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes
bad,189,12,existing paid,new car,888,81,11,16,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes
good,no checking,48,existing paid,radio/tv,10222,no known savings,6,15,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes
good,118,30,no credits/all paid,business,4221,14,3,28,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes
good,152,18,critical/other existing credit,furniture/equipment,6361,43,18,33,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes
good,4479,12,existing paid,radio/tv,1297,27,2,24,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes
bad,-1,12,existing paid,new car,900,no known savings,1,22,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes
good,no checking,21,existing paid,furniture/equipment,2241,5,15,12,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes
good,88,6,delayed previously,furniture/equipment,1050,49,unemployed,11,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes
good,7405,6,critical/other existing credit,education,1047,31,2,34,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes
good,no checking,24,critical/other existing credit,other,6314,98,unemployed,16,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
good,98,30,all paid,furniture/equipment,3496,5248,2,16,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes
good,no checking,48,all paid,business,3609,34,1,59,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes
bad,-1,12,critical/other existing credit,new car,4843,63,8,23,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes
good,6695,30,critical/other existing credit,radio/tv,3017,57,8,15,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes
good,no checking,24,critical/other existing credit,business,4139,408,2,20,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes
good,no checking,36,existing paid,business,5742,311,6,34,male single,none,2,car,31,none,own,2,skilled,1,yes,yes
good,no checking,60,existing paid,new car,10366,31,13,27,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,6,critical/other existing credit,new car,2080,997,1,47,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes
bad,no checking,21,delayed previously,business,2580,685,0,49,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes
good,no checking,30,critical/other existing credit,radio/tv,4530,49,6,13,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,critical/other existing credit,furniture/equipment,5150,97,16,12,male single,none,4,car,33,none,own,1,skilled,1,yes,yes
bad,142,72,existing paid,radio/tv,5595,402,3,30,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes
good,-1,24,existing paid,radio/tv,2384,61,20,7,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes
good,no checking,18,existing paid,radio/tv,1453,55,0,22,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes
good,no checking,6,existing paid,education,1538,74,0,53,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes
good,no checking,12,existing paid,radio/tv,2279,no known savings,2,16,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes
good,no checking,15,delayed previously,radio/tv,1478,69,1,9,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes
good,no checking,24,critical/other existing credit,radio/tv,5103,2,0,24,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes
good,106,36,delayed previously,business,9857,309,6,37,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes
good,no checking,60,existing paid,new car,6527,no known savings,3,18,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes
good,6217,10,critical/other existing credit,radio/tv,1347,no known savings,4,12,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes
good,142,36,delayed previously,new car,2862,195,15,48,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes
good,no checking,9,existing paid,radio/tv,2753,154,16,22,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes
good,-1,12,existing paid,new car,3651,5224,1,48,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes
good,-1,15,critical/other existing credit,furniture/equipment,975,36,2,34,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes
good,185,15,existing paid,repairs,2631,331,2,22,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes
good,68,24,existing paid,radio/tv,2896,406,0,30,male single,none,1,car,29,none,own,1,skilled,1,none,yes
good,-1,6,critical/other existing credit,new car,4716,no known savings,0,61,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes
good,no checking,24,existing paid,radio/tv,2284,45,4,11,male single,none,2,car,28,none,own,1,skilled,1,yes,yes
good,no checking,6,existing paid,used car,1236,761,3,32,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes
good,96,12,existing paid,radio/tv,1103,21,6,24,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no
good,no checking,12,critical/other existing credit,new car,926,34,unemployed,38,female div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes
good,no checking,18,critical/other existing credit,radio/tv,1800,37,3,51,male single,none,2,car,24,none,own,2,skilled,1,none,yes
good,759,15,existing paid,education,1905,2,14,5,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes
bad,no checking,12,existing paid,furniture/equipment,1123,689,1,8,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes
bad,-1,48,critical/other existing credit,used car,6331,87,17,17,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes
good,2919,24,existing paid,radio/tv,1377,412,12,16,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes
good,53,30,delayed previously,business,2503,148,10,19,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes
good,178,27,existing paid,business,2528,13,0,51,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes
good,no checking,15,existing paid,new car,5324,571,18,64,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes
bad,106,48,existing paid,new car,6560,320,6,21,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes
bad,97,12,no credits/all paid,furniture/equipment,2969,71,0,39,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes
good,165,9,existing paid,radio/tv,1206,30,10,10,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes
good,88,9,existing paid,radio/tv,2118,27,2,28,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes
good,no checking,18,critical/other existing credit,radio/tv,629,597,9,18,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
bad,-1,6,all paid,education,1198,78,10,7,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes
good,no checking,21,existing paid,used car,2476,no known savings,18,19,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,-1,9,critical/other existing credit,radio/tv,1138,7,2,11,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes
bad,2,60,existing paid,new car,14027,64,6,16,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,30,critical/other existing credit,used car,7596,no known savings,12,67,male single,none,4,car,63,none,own,2,skilled,1,none,yes
good,no checking,30,critical/other existing credit,radio/tv,3077,no known savings,19,20,male single,none,2,car,40,none,own,2,skilled,2,yes,yes
good,no checking,18,existing paid,radio/tv,1505,46,2,4,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,1673,24,critical/other existing credit,radio/tv,3148,no known savings,3,20,male single,none,2,car,31,none,own,2,skilled,1,yes,yes
good,162,20,no credits/all paid,used car,6148,342,10,23,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes
bad,5962,9,no credits/all paid,radio/tv,1337,33,0,6,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes
bad,92,6,all paid,education,433,4820,0,16,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes
bad,-1,12,existing paid,new car,1228,69,2,13,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes
good,141,9,existing paid,radio/tv,790,733,1,9,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes
bad,no checking,27,existing paid,new car,2570,14,1,24,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes
good,no checking,6,critical/other existing credit,new car,250,1016,1,30,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes
good,no checking,15,critical/other existing credit,radio/tv,1316,769,2,30,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes
bad,-1,18,existing paid,radio/tv,1882,65,2,6,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes
bad,21,48,all paid,business,6416,85,8,5,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes
good,2296,24,critical/other existing credit,business,1275,2794,3,25,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes
good,49,24,delayed previously,radio/tv,6403,71,0,62,male single,none,2,car,33,none,own,1,skilled,1,none,yes
bad,-1,24,existing paid,radio/tv,1987,70,2,31,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes
good,42,8,existing paid,radio/tv,760,32,4,21,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes
good,no checking,24,existing paid,used car,2603,1531,2,27,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes
good,no checking,4,critical/other existing credit,new car,3380,38,6,64,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes
good,91,36,all paid,domestic appliance,3990,no known savings,0,23,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes
bad,5,24,existing paid,used car,11560,36,1,37,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes
good,-1,18,existing paid,new car,4380,453,3,23,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes
good,no checking,6,critical/other existing credit,new car,6761,77,5,67,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes
bad,186,30,no credits/all paid,business,4280,244,1,10,female div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes
good,-1,24,all paid,new car,2325,215,6,28,male single,none,3,car,32,bank,own,1,skilled,1,none,yes
good,132,10,all paid,radio/tv,1048,73,1,64,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes
good,no checking,21,existing paid,radio/tv,3160,no known savings,11,5,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes
good,-1,24,all paid,furniture/equipment,2483,913,1,16,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes
good,-1,39,critical/other existing credit,furniture/equipment,14179,no known savings,6,18,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,-1,13,critical/other existing credit,business,1797,98,0,20,male single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes
good,-1,15,existing paid,new car,2511,78,unemployed,42,female div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes
bad,-1,12,existing paid,new car,1274,27,0,24,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes
good,no checking,21,existing paid,used car,5248,no known savings,3,48,male single,none,3,car,26,none,own,1,skilled,1,none,yes
good,no checking,15,existing paid,used car,3029,37,5,28,male single,none,2,car,33,none,own,1,skilled,1,none,yes
good,-1,6,existing paid,furniture/equipment,428,97,18,27,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes
bad,-1,18,existing paid,new car,976,39,0,47,female div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes
good,13,12,existing paid,business,841,292,5,29,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes
good,no checking,30,critical/other existing credit,radio/tv,5771,62,4,9,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes
bad,no checking,12,delayed previously,repairs,1555,1552,13,34,male single,none,4,no known property,55,none,for free,2,skilled,2,none,yes
bad,-1,24,existing paid,new car,1285,no known savings,5,50,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes
good,2856,6,critical/other existing credit,new car,1299,67,2,66,male single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no
bad,5720,15,critical/other existing credit,radio/tv,1271,no known savings,1,21,male single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes
good,no checking,24,existing paid,new car,1393,55,1,29,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes
bad,-1,12,critical/other existing credit,new car,691,91,12,4,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes
good,no checking,15,critical/other existing credit,new car,5045,no known savings,19,67,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes
bad,-1,18,critical/other existing credit,furniture/equipment,2124,2,1,15,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes
good,-1,12,existing paid,radio/tv,2214,23,1,7,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes
bad,no checking,21,critical/other existing credit,new car,12680,no known savings,16,9,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,critical/other existing credit,new car,2463,177,4,12,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes
good,24,12,existing paid,radio/tv,1155,13,17,23,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes
bad,-1,30,existing paid,furniture/equipment,3108,43,0,25,male div/sep,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes
good,no checking,10,existing paid,used car,2901,no known savings,0,43,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes
good,129,12,critical/other existing credit,furniture/equipment,3617,55,16,53,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes
good,no checking,12,critical/other existing credit,radio/tv,1655,79,18,31,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes
good,-1,24,existing paid,used car,2812,no known savings,8,29,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes
bad,-1,36,critical/other existing credit,education,8065,96,2,22,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,no checking,21,critical/other existing credit,used car,3275,37,15,42,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,no checking,24,critical/other existing credit,radio/tv,2223,103,18,13,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes
good,5117,12,critical/other existing credit,new car,1480,979,unemployed,29,male single,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,none,yes
bad,-1,24,existing paid,new car,1371,no known savings,2,16,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes
good,no checking,36,critical/other existing credit,new car,3535,54,5,18,male single,none,4,car,37,none,own,2,skilled,1,yes,yes
good,-1,18,existing paid,radio/tv,3509,65,6,10,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes
good,no checking,36,critical/other existing credit,used car,5711,3036,17,12,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,6,18,existing paid,repairs,3872,49,unemployed,30,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes
bad,86,39,critical/other existing credit,radio/tv,4933,57,5,27,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes
good,no checking,24,critical/other existing credit,new car,1940,4669,15,11,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes
good,140,12,no credits/all paid,retraining,1410,68,2,34,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes
bad,71,12,existing paid,new car,836,388,0,18,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes
good,152,20,existing paid,used car,6468,no known savings,unemployed,69,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes
good,28,18,existing paid,business,1941,5350,2,9,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes
good,no checking,22,existing paid,radio/tv,2675,928,18,24,male single,none,4,car,40,none,own,1,skilled,1,none,yes
good,no checking,48,critical/other existing credit,used car,2751,no known savings,12,14,male single,none,3,car,38,none,own,2,skilled,2,yes,yes
bad,65,48,delayed previously,education,6224,60,19,10,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes
bad,-1,40,critical/other existing credit,education,5998,65,1,8,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes
bad,151,21,existing paid,business,1188,54,13,32,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes
good,no checking,24,existing paid,used car,6313,no known savings,9,23,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes
good,no checking,6,critical/other existing credit,furniture/equipment,1221,no known savings,1,35,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes
good,7664,24,existing paid,furniture/equipment,2892,61,13,24,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes
good,no checking,24,existing paid,furniture/equipment,3062,957,20,13,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes
good,no checking,9,existing paid,furniture/equipment,2301,466,0,34,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes
bad,-1,18,existing paid,used car,7511,no known savings,17,67,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes
good,no checking,12,critical/other existing credit,furniture/equipment,1258,51,0,26,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes
good,no checking,24,delayed previously,new car,717,no known savings,19,16,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes
good,120,9,existing paid,new car,1549,no known savings,0,31,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes
good,no checking,24,critical/other existing credit,education,1597,40,12,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes
good,6,18,critical/other existing credit,radio/tv,1795,63,18,23,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes
good,-1,20,critical/other existing credit,furniture/equipment,4272,19,19,41,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes
good,no checking,12,critical/other existing credit,radio/tv,976,no known savings,11,11,male single,none,4,car,35,none,own,2,skilled,1,none,yes
good,169,12,existing paid,new car,7472,no known savings,unemployed,40,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes
bad,-1,36,existing paid,new car,9271,4,5,27,male single,none,1,car,24,none,own,1,skilled,1,yes,yes
good,23,6,existing paid,radio/tv,590,23,0,24,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no
good,no checking,12,critical/other existing credit,radio/tv,930,no known savings,18,7,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes
good,103,42,all paid,used car,9283,80,unemployed,39,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes
bad,161,15,no credits/all paid,new car,1778,44,0,29,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes
good,148,8,existing paid,business,907,72,0,21,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes
good,155,6,existing paid,radio/tv,484,81,6,20,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes
bad,-1,36,critical/other existing credit,used car,9629,29,5,13,male single,none,4,car,24,none,own,2,skilled,1,yes,yes
bad,-1,48,existing paid,domestic appliance,3051,33,3,23,male single,none,4,car,54,none,own,1,skilled,1,none,yes
bad,-1,48,existing paid,new car,3931,86,4,13,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes
good,181,36,delayed previously,new car,7432,39,3,32,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes
good,no checking,6,existing paid,domestic appliance,1338,756,3,65,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes
good,no checking,6,critical/other existing credit,radio/tv,1554,26,6,65,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes
good,-1,36,existing paid,other,15857,8,unemployed,26,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes
bad,-1,18,existing paid,radio/tv,1345,59,3,26,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes
good,no checking,12,existing paid,new car,1101,88,2,20,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes
good,3032,12,existing paid,radio/tv,3016,48,2,22,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes
bad,-1,36,existing paid,furniture/equipment,2712,87,12,33,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes
good,-1,8,critical/other existing credit,new car,731,80,14,17,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes
good,no checking,18,critical/other existing credit,furniture/equipment,3780,79,0,21,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes
good,-1,21,critical/other existing credit,new car,1602,4,18,13,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes
bad,-1,18,critical/other existing credit,new car,3966,66,20,48,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes
bad,no checking,18,no credits/all paid,business,4165,71,3,33,male single,none,2,car,36,stores,own,2,skilled,2,none,yes
bad,-1,36,existing paid,used car,8335,no known savings,14,22,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes
good,142,48,delayed previously,business,6681,no known savings,3,14,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes
good,no checking,24,delayed previously,business,2375,944,2,17,male single,none,2,car,44,none,own,2,skilled,2,yes,yes
bad,-1,18,existing paid,new car,1216,93,0,10,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes
bad,-1,45,no credits/all paid,business,11816,22,13,32,male single,none,4,car,29,none,rent,2,skilled,1,none,yes
good,104,24,existing paid,radio/tv,5084,no known savings,8,33,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes
bad,2570,15,existing paid,radio/tv,2327,71,0,34,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes
bad,-1,12,no credits/all paid,new car,1082,95,1,10,male single,none,4,car,48,bank,own,2,skilled,1,none,yes
good,no checking,12,existing paid,radio/tv,886,no known savings,2,17,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes
good,no checking,4,existing paid,furniture/equipment,601,6,0,62,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes
good,-1,24,critical/other existing credit,used car,2957,3,17,5,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes
good,no checking,24,critical/other existing credit,radio/tv,2611,86,12,23,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes
bad,-1,36,existing paid,furniture/equipment,5179,51,6,51,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes
good,no checking,21,delayed previously,used car,2993,15,2,23,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes
bad,no checking,18,existing paid,repairs,1943,79,0,9,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes
good,no checking,24,all paid,business,1559,29,6,14,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes
good,no checking,18,existing paid,furniture/equipment,3422,51,14,17,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes
good,11,21,existing paid,furniture/equipment,3976,no known savings,6,33,male single,none,3,car,35,none,own,1,skilled,1,yes,yes
bad,no checking,18,existing paid,new car,6761,no known savings,3,34,male single,none,4,car,68,none,rent,2,skilled,1,none,yes
good,no checking,24,existing paid,new car,1249,81,0,12,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes
good,-1,9,existing paid,radio/tv,1364,39,4,20,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes
bad,-1,12,existing paid,radio/tv,709,2,7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes
bad,-1,20,critical/other existing credit,new car,2235,48,2,11,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no
good,no checking,24,critical/other existing credit,used car,4042,no known savings,6,24,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes
good,no checking,15,critical/other existing credit,radio/tv,1471,66,2,66,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes
bad,-1,18,all paid,new car,1442,6,6,10,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes
good,no checking,36,delayed previously,new car,10875,42,19,33,male single,none,2,car,45,none,own,2,skilled,2,yes,yes
good,no checking,24,existing paid,new car,1474,225,0,16,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes
good,no checking,10,existing paid,retraining,894,no known savings,5,7,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes
good,no checking,15,critical/other existing credit,furniture/equipment,3343,19,3,14,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes
bad,-1,15,existing paid,new car,3959,92,3,20,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes
good,no checking,9,existing paid,new car,3577,420,3,69,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no
good,no checking,24,critical/other existing credit,used car,5804,4738,2,19,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes
bad,no checking,18,delayed previously,business,2169,66,3,9,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes
bad,-1,24,existing paid,radio/tv,2439,70,0,8,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes
good,no checking,27,critical/other existing credit,furniture/equipment,4526,5599,0,7,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes
bad,no checking,10,existing paid,furniture/equipment,2210,36,3,27,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes
good,no checking,15,existing paid,furniture/equipment,2221,744,1,25,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes
good,-1,18,existing paid,radio/tv,2389,0,0,17,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes
good,no checking,12,critical/other existing credit,furniture/equipment,3331,53,13,27,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes
good,no checking,36,existing paid,business,7409,no known savings,14,22,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes
good,-1,12,existing paid,furniture/equipment,652,58,15,18,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes
good,no checking,36,delayed previously,furniture/equipment,7678,750,5,25,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes
good,8156,6,critical/other existing credit,new car,1343,13,14,62,male single,none,4,real estate,46,none,own,2,skilled,2,none,no
good,-1,24,critical/other existing credit,business,1382,221,6,13,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes
good,no checking,15,existing paid,domestic appliance,874,no known savings,0,19,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes
